City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,moranbah,-22.0016,148.0466,293.4,78,0,5.55,AU,1702146204
285,phang nga,8.4509,98.5298,300.17,94,29,1.35,TH,1702146204
286,gaspe,48.8334,-64.4819,276.27,48,40,1.03,CA,1702146205
287,oulmes,33.4258,-6.0014,287.3,52,99,2.5,MA,1702146205
288,dompu,-8.5356,118.4622,298.46,94,100,1.09,ID,1702146205
289,gereida,11.2811,25.1414,298.67,13,42,2.92,SD,1702146205
290,naracoorte,-36.9579,140.7383,283.84,73,100,5.6,AU,1702146206
291,aoulef,26.9667,1.0833,292.79,21,40,6.12,DZ,1702146207
292,satipo,-11.2522,-74.6386,295.18,98,100,0.34,PE,1702146207
293,port mathurin,-19.6833,63.4167,299.6,77,74,4.6,MU,1702146207
294,lethem,3.3803,-59.7968,306.43,44,78,4.67,GY,1702146208
295,rongelap,11.1635,166.8941,300.68,80,100,8.9,MH,1702146208
296,pionerskiy,54.9508,20.2275,270.06,85,100,5.93,RU,1702146208
297,dunedin,-45.8742,170.5036,284.15,67,99,8.49,NZ,1702146082
298,orange,33.7,-117.7675,295.14,21,0,5.66,US,1702146169
299,longyearbyen,78.2186,15.6401,269.06,80,75,8.23,SJ,1702146209
300,hetauda,27.4284,85.0322,288.79,64,0,1.99,NP,1702146209
301,bakanas,44.8081,76.2772,268.71,81,90,3.53,KZ,1702146210
302,sal rei,16.1833,-22.9167,299.26,73,20,6.69,CV,1702146210
303,kalianget,-7.05,113.9333,300.74,79,94,3.2,ID,1702146210
304,polyarnyy,69.1989,33.4478,260.92,86,90,8.57,RU,1702146210
305,nizhniy odes,63.6445,54.856,247.21,100,98,1.4,RU,1702146210
306,semenivka,52.1783,32.5818,265.07,97,100,2.76,UA,1702146211
307,beruwala,6.4788,79.9828,298.68,88,98,1.33,LK,1702146211
308,ad dawadimi,24.5077,44.3924,291.79,22,0,3.46,SA,1702146211
309,khost,33.3395,69.9204,283.14,28,4,1.75,AF,1702146211
310,kirensk,57.7853,108.1119,235.35,99,96,0.89,RU,1702146211
311,guarapari,-20.6667,-40.4975,297.53,91,97,6.7,BR,1702146211
312,gavrilov posad,56.5597,40.1175,256.76,94,98,5.4,RU,1702146211
313,melilla,35.2937,-2.9383,291.36,59,0,3.09,ES,1702146211
314,hermanus,-34.4187,19.2345,290.63,75,25,6.08,ZA,1702146212
315,port lincoln,-34.7333,135.8667,287.08,78,100,9.73,AU,1702146212
316,happy valley-goose bay,53.3168,-60.3315,269.32,54,20,6.17,CA,1702146212
317,yakeshi,49.2833,120.7333,236.12,100,81,1.81,CN,1702146212
318,kruisfontein,-34.0033,24.7314,286.97,92,100,0.91,ZA,1702146213
319,narrabri,-30.3167,149.7833,300.11,57,2,2.24,AU,1702146213
320,kansk,56.2017,95.7175,241.11,100,92,0.5,RU,1702146213
321,nieuw amsterdam,5.8833,-55.0833,300.64,76,52,4.41,SR,1702146213
322,souillac,-20.5167,57.5167,299.36,89,40,2.57,MU,1702146213
323,greymouth,-42.4667,171.2,287.29,96,100,5.84,NZ,1702146213
324,torit,4.4133,32.5678,303.92,34,99,0.54,SS,1702146214
325,paros,37.0833,25.15,286.65,70,100,9.99,GR,1702146214
326,mol,51.192,5.1145,284.7,90,100,6.83,BE,1702146214
327,taroa,8.7058,171.2275,300.82,79,100,8.27,MH,1702146214
328,banapur,19.7833,85.1833,295.58,73,40,1.56,IN,1702146215
329,ulanhot,46.0833,122.0833,253.76,62,0,4.64,CN,1702146215
330,klaksvik,62.2266,-6.589,278.66,72,100,12.26,FO,1702146215
331,eyl,7.9803,49.8164,298.85,78,66,9.0,SO,1702146215
332,salinopolis,-0.6136,-47.3561,302.67,70,98,5.12,BR,1702146215
333,saint-pierre,-21.3393,55.4781,298.97,83,40,2.06,RE,1702146215
334,gadzhiyevo,69.2551,33.3362,260.63,86,87,8.43,RU,1702146216
335,talcahuano,-36.7167,-73.1167,293.97,49,0,7.2,CL,1702146216
336,wagar,16.1525,36.2032,302.51,21,96,3.41,SD,1702146216
337,ta`u,-14.2336,-169.5144,300.32,81,77,6.04,AS,1702146216
338,harper,4.375,-7.7169,301.01,78,20,3.53,LR,1702146217
339,tanjung pandan,-2.75,107.65,299.48,86,100,2.61,ID,1702146217
340,andradina,-20.8961,-51.3794,308.74,34,32,2.3,BR,1702146217
341,beihai,21.4833,109.1,295.65,85,7,2.21,CN,1702146218
342,rethymno,35.3647,24.4714,285.94,70,91,3.94,GR,1702145804
343,selfoss,63.9331,-20.9971,269.29,64,1,3.8,IS,1702146218
344,milagros,12.2181,123.5095,298.36,88,8,2.81,PH,1702146218
345,kamina,-8.7386,24.9906,292.3,94,84,0.83,CD,1702146218
346,sigayevo,56.4216,53.7757,240.64,100,20,1.01,RU,1702146018
347,richards bay,-28.783,32.0377,295.53,97,100,2.49,ZA,1702146218
348,vadso,70.0744,29.7487,261.24,79,40,9.77,NO,1702146219
349,sydney mines,46.2367,-60.2177,277.73,76,20,5.66,CA,1702146219
350,nar'yan-mar,67.6713,53.087,245.99,92,9,2.68,RU,1702146219
351,palm coast,29.585,-81.2078,301.0,68,40,3.6,US,1702146162
352,es castell,39.8795,4.2854,286.53,71,20,3.09,ES,1702146220
353,mbinga,-10.9333,35.0167,291.32,96,39,0.97,TZ,1702146220
354,zaragoza,41.6561,-0.8773,291.2,68,0,2.68,ES,1702146015
355,salalah,17.0151,54.0924,298.2,61,0,2.06,OM,1702146220
356,ginir,7.1333,40.7,287.74,56,27,1.71,ET,1702146221
357,vangviang,18.9333,102.45,297.33,78,53,0.77,LA,1702146221
358,st. john's,47.5649,-52.7093,276.36,91,100,12.35,CA,1702146178
359,okha,53.5739,142.9478,268.28,94,100,11.92,RU,1702146221
360,tromso,69.6496,18.957,269.16,54,0,8.75,NO,1702146221
361,namsos,64.4662,11.4957,274.18,69,100,7.72,NO,1702146221
362,san felice circeo,41.2372,13.0942,284.58,61,49,2.56,IT,1702146222
363,soderhamn,61.3037,17.0592,272.01,93,100,3.36,SE,1702146222
364,alappuzha,9.49,76.3264,300.66,82,58,2.06,IN,1702146222
365,antsiranana,-12.2787,49.2917,299.94,80,81,5.86,MG,1702146222
366,mersing,2.4312,103.8405,298.1,94,40,2.06,MY,1702146223
367,arraial do cabo,-22.9661,-42.0278,298.13,73,75,4.63,BR,1702146223
368,mossel bay,-34.1831,22.146,289.11,80,44,2.12,ZA,1702146223
369,sint michiel liber,12.15,-68.9833,302.05,79,40,6.17,CW,1702146223
370,fada,9.5667,8.3,297.71,25,38,1.48,NG,1702146223
371,sao vicente,-23.9631,-46.3919,297.25,70,100,4.63,BR,1702146081
372,al qubbah,32.7616,22.2424,284.7,74,100,3.53,LY,1702146223
373,lerwick,60.1545,-1.1494,281.15,95,100,12.79,GB,1702146223
374,amble,55.3333,-1.5833,280.7,100,40,1.54,GB,1702146224
375,jinchang,38.4953,102.1739,272.32,56,100,1.44,CN,1702146224
376,mawlaik,23.6333,94.4167,291.31,95,8,0.53,MM,1702146224
377,wad medani,14.4012,33.5199,300.19,23,42,3.49,SD,1702146224
378,bafra,41.5678,35.9069,289.1,93,100,0.56,TR,1702146224
379,ierapetra,35.01,25.7353,288.23,61,68,3.58,GR,1702146224
380,dolbeau-mistassini,48.8763,-72.212,265.51,78,99,2.76,CA,1702146224
381,boguchany,58.3814,97.4531,246.96,99,100,0.89,RU,1702146225
382,thunder bay,48.4001,-89.3168,276.14,93,100,2.06,CA,1702146225
383,beykonak,36.3257,30.303,287.59,68,62,2.84,TR,1702146225
384,na mom,6.9586,100.5568,297.06,94,40,0.0,TH,1702146225
385,ocean shores,46.9737,-124.1563,278.16,95,100,6.17,US,1702146226
386,shalkar,47.8288,59.6258,261.3,26,82,4.81,KZ,1702146226
387,tralee,52.2704,-9.7026,283.29,76,75,6.17,IE,1702146008
388,salto del guaira,-24.0625,-54.3069,302.53,71,20,2.07,PY,1702146226
389,burang,30.25,81.1667,258.93,82,20,1.7,CN,1702146226
390,padang,-0.9492,100.3543,299.18,90,100,1.35,ID,1702146226
391,afaahiti,-17.75,-149.2833,301.08,85,79,7.05,PF,1702146226
392,port hedland,-20.3167,118.5667,301.18,69,47,2.57,AU,1702146226
393,ancud,-41.8697,-73.8203,286.36,65,40,3.65,CL,1702146226
394,shihezi,44.3,86.0333,268.52,94,100,0.53,CN,1702146227
395,labytnangi,66.6572,66.4183,252.47,99,100,0.63,RU,1702146227
396,abay,49.6311,72.8539,245.36,79,0,2.08,KZ,1702146227
397,rudbar,30.15,62.6,287.2,30,95,0.6,AF,1702146227
398,turgen,43.4006,77.5933,267.22,84,90,2.44,KZ,1702146228
399,bayanaul,50.7889,75.6956,250.58,83,1,0.3,KZ,1702146228
400,la ronge,55.1001,-105.2842,264.29,73,20,3.09,CA,1702146228
401,williams lake,52.1415,-122.1445,273.18,71,100,9.26,CA,1702146228
402,emerald,-23.5333,148.1667,292.78,78,0,3.15,AU,1702146228
403,puerto lopez,4.0845,-72.956,305.03,55,97,3.1,CO,1702146228
404,labrador city,52.9463,-66.9114,261.1,67,75,0.0,CA,1702146010
405,katsuura,35.1333,140.3,286.68,59,95,2.83,JP,1702146228
406,trondheim,63.4305,10.3951,275.2,75,82,2.24,NO,1702146229
407,kasungu,-13.0333,33.4833,297.23,58,100,2.71,MW,1702146229
408,igarka,67.4667,86.5833,231.83,100,73,1.62,RU,1702146229
409,cardigan,52.0847,-4.6591,284.2,73,6,14.97,GB,1702146229
410,yemetsk,63.4721,41.7941,252.98,90,21,3.85,RU,1702146229
411,dyurtyuli,55.4911,54.8688,239.26,100,24,0.4,RU,1702146229
412,cannonvale,-20.2833,148.7,298.81,76,55,7.92,AU,1702146229
413,dampit,-8.2116,112.7493,295.98,94,90,0.74,ID,1702146229
414,san luis de la loma,17.2706,-100.8939,302.67,58,86,1.61,MX,1702146229
415,belyy yar,53.6039,91.3903,242.09,76,20,2.0,RU,1702146229
416,karymskoye,51.6167,114.35,247.75,93,15,1.82,RU,1702146230
417,papao,-17.75,-149.55,301.97,85,64,9.09,PF,1702146230
418,el porvenir,13.7617,-87.3458,298.78,44,1,2.87,HN,1702146230
419,genhe,50.7833,121.5167,237.84,99,20,1.51,CN,1702146230
420,celestun,20.8667,-90.4,302.55,64,64,1.37,MX,1702146230
421,caraballeda,10.6112,-66.8522,305.19,75,20,2.06,VE,1702146230
422,urucara,-2.5364,-57.76,308.63,42,64,1.54,BR,1702146230
423,nova sintra,14.8667,-24.7167,295.37,73,0,6.72,CV,1702146231
424,benjamin constant,-4.3831,-70.0311,305.22,70,40,2.57,BR,1702146231
425,mazatlan,23.2167,-106.4167,301.99,59,0,2.57,MX,1702146231
426,velizh,55.6056,31.1967,263.42,95,100,2.88,RU,1702146231
427,malakal,9.5334,31.6605,301.46,23,33,2.56,SS,1702146231
428,akbarabad,29.2464,52.7793,280.94,41,33,1.71,IR,1702146231
429,bezhetsk,57.7851,36.6965,258.08,93,100,5.86,RU,1702146231
430,kalmunai,7.4167,81.8167,298.82,89,76,3.17,LK,1702146231
431,kachug,53.9606,105.8817,240.4,99,75,0.17,RU,1702146231
432,huilong,31.8111,121.655,287.95,77,96,3.11,CN,1702146231
433,praia da vitoria,38.7333,-27.0667,292.29,88,20,10.51,PT,1702146231
434,sinabang,2.4803,96.3801,299.86,83,99,2.17,ID,1702146232
435,labuan,5.2767,115.2417,300.35,89,20,0.0,MY,1702146232
436,ulladulla,-35.35,150.4667,293.02,90,100,4.28,AU,1702146232
437,fort mcmurray,56.7268,-111.381,265.88,73,0,1.54,CA,1702145940
438,yaren,-0.5472,166.916,300.85,75,100,1.16,NR,1702146232
439,kapit,2.0167,112.9333,296.58,99,100,1.65,MY,1702146232
440,sligo,54.2697,-8.4694,283.11,71,40,14.92,IE,1702146232
441,dara,15.3484,-15.4799,309.13,9,64,4.72,SN,1702146232
442,mikuni,36.2171,136.1519,284.1,68,94,3.19,JP,1702146232
443,nazca,-14.8333,-74.95,301.6,39,99,2.75,PE,1702146232
444,hobyo,5.3505,48.5268,300.05,78,82,7.8,SO,1702146232
445,cedar city,37.6775,-113.0619,272.81,50,0,6.17,US,1702146126
446,horta,38.5333,-28.6333,292.05,91,40,7.2,PT,1702146232
447,bu'aale,1.0833,42.5833,299.15,72,28,4.15,SO,1702146233
448,lefka,35.1106,32.8506,288.4,68,79,5.23,CY,1702146233
449,ostersund,63.1792,14.6357,270.16,100,20,7.2,SE,1702146233
450,bodo,67.28,14.405,270.17,63,0,10.8,NO,1702146233
451,cotui,19.0527,-70.1494,302.99,55,57,3.03,DO,1702146233
452,betio village,1.358,172.9211,300.17,75,96,2.27,KI,1702146233
453,susuman,62.7833,148.1667,256.47,97,100,0.89,RU,1702146233
454,santa rita,-7.1139,-34.9781,303.52,62,40,5.66,BR,1702146233
455,gebeit,21.0667,36.3167,296.39,73,54,5.57,SD,1702146233
456,veinticinco de mayo,-35.4323,-60.1727,298.49,48,100,4.74,AR,1702146233
457,tateyama,34.9833,139.8667,287.92,54,92,1.89,JP,1702146233
458,micheweni,-4.9667,39.8333,300.26,81,82,3.57,TZ,1702146233
459,san andres,12.5847,-81.7006,304.16,74,40,7.72,CO,1702146234
460,punaauia,-17.6333,-149.6,301.95,70,20,3.09,PF,1702146234
461,bubaque,11.2833,-15.8333,301.49,63,100,4.91,GW,1702146234
462,swakopmund,-22.6833,14.5333,292.62,83,40,0.45,NA,1702146234
463,bol,13.4586,14.7147,297.37,45,97,4.92,TD,1702146234
464,hanceville,34.0607,-86.7675,294.1,92,100,4.24,US,1702146234
465,natal,-5.795,-35.2094,303.51,58,40,6.69,BR,1702146215
466,tura,25.5198,90.2201,288.7,84,5,0.89,IN,1702146234
467,arkhangel'sk,64.5401,40.5433,253.22,83,20,5.0,RU,1702146190
468,kyaikkami,16.08,97.5675,300.29,76,1,1.34,MM,1702146234
469,amuntai,-2.4177,115.2494,296.64,99,96,0.77,ID,1702146234
470,funafuti,-8.5243,179.1942,301.65,80,100,5.51,TV,1702146235
471,lodja,-3.4833,23.4333,294.74,99,98,0.56,CD,1702146235
472,chibougamau,49.9168,-74.3659,270.94,86,100,4.12,CA,1702146235
473,lorengau,-2.0226,147.2712,300.61,83,100,5.24,PG,1702146235
474,seryshevo,51.0933,128.3786,246.7,92,93,3.44,RU,1702146235
475,rabaul,-4.1967,152.1721,299.72,78,94,1.65,PG,1702146235
476,bontang,0.1333,117.5,299.86,82,63,0.81,ID,1702146235
477,dakhla,23.6848,-15.958,294.16,68,19,7.2,EH,1702146235
478,snyder,32.7179,-100.9176,284.99,43,0,5.66,US,1702146235
479,lau,9.2167,11.2833,301.46,17,45,2.23,NG,1702146235
480,qalat,32.1058,66.9083,278.41,37,79,2.05,AF,1702146236
481,karonga,-9.9333,33.9333,299.12,74,34,1.37,MW,1702146236
482,pursat,12.3333,103.6667,297.07,84,39,1.29,KH,1702146236
483,lakatoro,-16.0999,167.4164,298.33,72,100,5.28,VU,1702146236
484,elverum,60.8819,11.5623,271.62,96,100,2.98,NO,1702146236
485,oriximina,-1.7656,-55.8661,307.26,45,49,1.18,BR,1702146136
486,colby,39.3958,-101.0524,277.18,33,0,14.4,US,1702146236
487,kauhajoki,62.4333,22.1833,263.21,90,100,1.79,FI,1702146236
488,acarau,-2.8856,-40.12,303.73,64,34,10.28,BR,1702146226
489,nola,40.922,14.5329,286.07,77,41,0.64,IT,1702146236
490,al kharijah,25.4514,30.5464,290.83,35,41,3.28,EG,1702146236
491,suntar,62.1444,117.6319,245.32,95,100,4.02,RU,1702146236
492,constitucion,-35.3333,-72.4167,293.78,50,1,8.33,CL,1702146237
493,okulovka,58.4008,33.2908,261.5,92,100,4.61,RU,1702146237
494,moa,20.6569,-74.9403,299.66,81,100,6.9,CU,1702146237
495,saint-paul,-21.0096,55.2707,299.21,98,36,0.24,RE,1702146237
496,broome,42.2506,-75.833,285.36,58,75,2.57,US,1702146237
497,annau,37.8876,58.516,278.87,75,99,5.14,TM,1702146237
498,illizi,26.4833,8.4667,287.04,35,1,4.43,DZ,1702146237
499,ivdel',60.6911,60.4206,249.37,92,99,1.34,RU,1702146237
500,caleta de carquin,-11.0925,-77.6267,295.46,76,76,4.8,PE,1702146237
501,ketchikan,55.3422,-131.6461,277.41,87,100,8.75,US,1702146237
502,chimoio,-19.1164,33.4833,297.35,62,1,3.41,MZ,1702146237
503,kiunga,-6.1219,141.2906,295.79,100,52,0.84,PG,1702146237
504,san fernando de apure,7.8878,-67.4724,304.99,52,65,3.75,VE,1702146238
505,warman,52.3168,-106.5679,267.1,85,0,4.63,CA,1702146238
506,ataq,14.5377,46.8319,290.51,42,14,1.79,YE,1702146238
507,lethbridge,49.7,-112.8186,270.21,68,75,7.2,CA,1702146238
508,homer,59.6425,-151.5483,270.08,86,20,2.06,US,1702146238
509,boli,45.7667,130.5167,255.87,80,85,5.72,CN,1702146238
510,fortuna,40.5982,-124.1573,283.11,89,0,1.34,US,1702146238
511,magadan,59.5667,150.8,269.56,95,100,5.44,RU,1702146238
512,maneromango,-7.1988,38.7848,295.16,96,98,2.17,TZ,1702146238
513,champerico,14.3,-91.9167,302.3,66,49,3.93,GT,1702146238
514,kolo,52.2002,18.6387,273.88,96,100,3.86,PL,1702146238
515,dolores,-36.3132,-57.6792,294.95,60,99,3.9,AR,1702146239
516,turpan,42.9333,89.1667,276.2,43,98,0.95,CN,1702146239
517,valparaiso,-33.0393,-71.6273,304.28,30,0,9.26,CL,1702146239
518,karratha,-20.7377,116.8463,303.47,51,63,4.16,AU,1702146239
519,chernyshevskiy,63.0128,112.4714,244.38,96,100,2.48,RU,1702146239
520,northam,51.0333,-4.2167,284.6,84,52,13.9,GB,1702146239
521,howrah,22.5892,88.3103,293.15,88,20,0.0,IN,1702146239
522,lensk,60.7253,114.9278,243.04,93,100,4.76,RU,1702146239
523,lesnoy,57.6198,63.0784,251.98,97,89,2.89,RU,1702146239
524,bad neuenahr-ahrweiler,50.55,7.1,281.02,92,100,3.13,DE,1702146239
525,murehwa,-17.6432,31.784,298.73,30,22,2.65,ZW,1702146239
526,mount pleasant,32.7941,-79.8626,297.23,87,100,1.54,US,1702146166
527,kloulklubed,7.0419,134.2556,299.43,73,100,5.21,PW,1702146240
528,miquelon,47.0975,-56.3814,279.15,81,51,9.04,PM,1702146240
529,bauska,56.4075,24.1906,267.06,94,100,4.23,LV,1702146240
530,beroroha,-21.6667,45.1667,297.71,78,70,2.72,MG,1702146240
531,hakha,22.65,93.6167,282.83,95,17,0.51,MM,1702146240
532,malmesbury,-33.4608,18.7271,291.9,49,5,4.82,ZA,1702145955
533,libreville,0.3925,9.4537,299.94,83,38,3.87,GA,1702146240
534,ust-tsilma,65.441,52.1498,240.71,100,27,0.89,RU,1702146240
535,whitefish,48.4111,-114.3376,272.6,78,0,0.0,US,1702145968
536,plouzane,48.3833,-4.6167,285.18,82,100,9.77,FR,1702146241
537,yanaul,56.2719,54.9309,240.55,100,31,0.97,RU,1702146241
538,hotan,37.0997,79.9269,278.65,26,100,2.34,CN,1702146241
539,revda,56.801,59.9303,243.29,99,16,1.68,RU,1702146241
540,saint-leu,-21.15,55.2833,298.63,98,20,0.88,RE,1702146241
541,kralendijk,12.15,-68.2667,300.82,82,8,10.65,BQ,1702146218
542,yazoo city,32.8551,-90.4056,295.88,74,62,5.02,US,1702146241
543,elva,58.2225,26.4211,264.38,93,100,4.12,EE,1702146241
544,kumylzhenskaya,49.8809,42.5898,267.58,60,100,8.09,RU,1702146242
545,ambalangoda,6.2355,80.0538,298.91,87,95,1.1,LK,1702146242
546,yarmouth,41.7057,-70.2286,284.24,81,100,4.12,US,1702146242
547,nabire,-3.3667,135.4833,297.34,94,96,1.58,ID,1702146242
548,brisas barra de suchiate,14.55,-92.2167,306.25,68,77,3.83,MX,1702146243
549,basoko,1.2391,23.616,299.59,66,82,0.71,CD,1702146243
550,malango,-2.9627,119.9001,293.03,96,99,1.46,ID,1702146243
551,mazagao,-0.115,-51.2894,306.18,43,63,2.67,BR,1702146243
552,umba,66.6871,34.3429,262.1,94,100,5.17,RU,1702146244
553,nizhneangarsk,55.7833,109.55,245.37,88,41,3.58,RU,1702146244
554,hastings,50.8552,0.5729,284.25,77,63,13.71,GB,1702146244
555,kristiansund,63.1115,7.732,275.51,51,0,2.57,NO,1702146244
556,launceston,-41.45,147.1667,283.79,87,100,3.6,AU,1702146245
557,nelson bay,-32.7167,152.15,296.18,97,62,5.81,AU,1702146245
558,gilmer,32.7287,-94.9424,297.13,49,0,1.54,US,1702146245
559,puerto maldonado,-12.6,-69.1833,306.37,55,40,2.57,PE,1702146245
560,abepura,-2.6333,140.5833,298.6,94,20,1.54,ID,1702146245
561,hammerfest,70.6634,23.6821,267.4,63,91,2.06,NO,1702146245
562,sur,22.5667,59.5289,296.76,56,2,3.88,OM,1702146246
563,bel ombre,-4.6167,55.4167,301.06,78,20,0.51,SC,1702146246
564,axim,4.8699,-2.2405,300.82,80,35,3.6,GH,1702146246
565,goderich,43.7501,-81.7165,286.43,87,98,9.26,CA,1702146246
566,zemio,5.0314,25.1361,297.68,44,54,0.61,CF,1702146247
567,concepcion,-36.827,-73.0498,294.04,49,0,7.2,CL,1702146219
568,liwale,-9.7667,37.9333,296.28,92,98,1.61,TZ,1702146247
569,buala,-8.145,159.5921,299.74,85,100,2.83,SB,1702146247
570,palmares do sul,-30.2578,-50.5097,295.86,58,88,7.61,BR,1702146247
571,pudozh,61.8099,36.5345,256.45,97,50,1.34,RU,1702146248
